,normal_1,normal_2,normal_3,normal_4,normal_5,normal_6,normal_7,normal_8,normal_9,normal_10,normal_11,normal_12,normal_13,normal_14,symptomatic_1,symptomatic_2,symptomatic_3,symptomatic_4,symptomatic_5,symptomatic_6,symptomatic_7,symptomatic_8,symptomatic_9,symptomatic_10,symptomatic_11,symptomatic_12
SNX3,563.0908602,720.0008065,517.2037634,450.9056452,1374.944892,471.51,427.8486559,561.2604839,502.9641984,548.2391129,431.4997312,527.152957,494.4575269,596.1864516,620.0532258,588.109086,674.4593625,963.902957,681.1858602,954.4787635,740.0898233,823.1545315,769.2763441,818.1653226,679.6716667,1125.151344
CANX,177.1045161,332.3774194,226.3016129,153.0723438,232.6274194,238.2725806,245.7553763,255.2053763,214.155914,225.5252688,179.9433333,229.067043,210.0873656,212.6807527,278.261828,371.2857527,265.222043,338.4814516,279.4708602,313.0125724,353.1425806,319.3967742,277.9516129,266.5948925,277.4139785,295.2534311
SART3,46.43188172,19.80376344,80.99478495,64.3630914,38.41128136,79.89193548,29.47634409,34.35104839,57.69892473,55.67526882,75.30795699,92.95268817,81.73150538,74.3811828,63.95430108,54.22715054,81.67247312,65.24032258,71.79946237,64.67569892,58.84945341,87.42204301,65.03387097,66.44018817,55.89795699,53.62322581
CNPPD1,365.8346774,258.9155914,290.7693548,292.7675806,143.9474462,145.0066398,192.1943548,113.8758065,151.6653226,80.16801075,145.5453405,98.3655914,229.1591398,190.0747312,81.24634409,162.7054301,137.0167473,208.6003226,40.55497312,97.66236559,102.4261166,119.3165591,70.01505376,211.502847,126.1112903,179.9726075
SMNDC1,58.49922043,78.47814309,186.1721505,10.82258065,77.51,183.6426075,90.47642473,173.0231183,93.93844086,52.27258065,73.61822581,51.4938172,86.43077957,96.87064516,372.0816129,205.2431989,378.2144355,230.6745968,206.1924194,267.4525269,254.9512903,338.7327957,279.7758064,310.1308065,243.9274194,175.5693548
HNRNPM,119.1677419,86.1694086,237.4950269,102.5686022,131.6296319,162.7958065,147.8252688,202.5893817,129.5563978,168.0212366,211.1316667,209.1389785,218.9130108,166.2399462,173.122043,124.0198387,157.2341398,163.7499731,104.4452419,87.60456989,167.3801075,137.5634409,124.5817204,169.0054839,208.7751613,104.0397849
HNRNPD,183.0650538,120.0166667,274.6239247,155.3376344,147.8252688,251.4408602,255.7024194,221.4991691,186.955914,241.8171799,207.5350538,193.0048387,220.6134409,168.5876344,251.2615591,222.2376344,246.5833333,187.4986559,208.3676075,196.6919355,227.4564516,196.1495161,167.3214516,212.6807527,177.7839785,182.4077957
RPL14,707.4271505,516.3892473,612.5223118,668.7164516,455.4887097,919.8265591,742.5967742,833.2028674,793.8989247,1163.267742,921.8116129,839.7666667,907.8056452,667.3404301,823.1545315,664.5084555,715.0776882,784.9825269,578.9819892,612.5223118,469.2966129,662.0733871,590.7236559,658.7346774,562.1690476,728.0233871
GUK1,410.5158602,386.6228495,198.3377957,510.3919355,339.4665323,366.7432796,284.6290323,291.7051075,355.0685484,492.0112903,262.3950269,253.5129032,326.7397849,278.3682796,169.0861559,266.0469086,179.2860215,161.8411022,238.7264785,220.084665,179.5317204,283.8989247,158.1876344,315.9551075,307.4586022,423.7215054
KXD1,138.4709677,289.6075269,155.7356989,120.4290323,52.46884409,142.1047312,174.6297849,161.8115591,183.286828,108.9981183,128.7758602,73.05913979,99.40532258,95.33064516,117.205914,119.9709677,116.8912903,102.6119816,151.4453226,157.2584677,83.82580645,119.9183333,66.69798387,133.918172,104.3892473,150.5446237
OAZ1,6881.95371,7186.484194,6087.662849,10643.36124,10643.36124,6656.396828,7830.750054,5599.165054,5084.443414,4217.853763,5084.443414,5599.165054,6282.361613,7186.484194,4632.882527,7830.750054,3640.312796,5599.165054,7453.104489,5909.913441,6482.840591,5342.769247,5483.606882,7830.750054,6881.95371,5483.606882
ATP6V0B,528.0008602,1340.012688,976.3610215,702.6757527,735.2615207,657.9151613,821.4741935,693.6021505,1073.591075,927.5472581,980.3064516,846.4483871,883.9921147,795.6997312,809.691129,554.7336021,698.4427419,472.9391129,814.1271505,781.4443548,651.4239247,655.6553763,811.3149642,823.1545315,809.691129,681.1858602
KARS,621.1758065,351.6099462,1004.590054,511.8400922,506.2204301,825.3217742,702.6757527,825.3217742,623.727957,720.0008065,1090.337097,1078.358065,916.8748387,991.0487097,721.6883333,560.3865591,648.9067204,737.7447005,599.8827957,471.51,582.008172,684.3357527,614.0099462,633.9513441,458.6534946,665.9943548
H3F3AP4,8811.866935,8308.178065,37640.34919,14204.71532,9443.353871,11785.57726,11785.57726,16448.72903,16448.72903,11785.57726,11785.57726,16448.72903,11785.57726,14204.71532,11785.57726,11785.57726,12613.24952,7830.750054,11785.57726,11785.57726,11785.57726,10643.36124,14204.71532,12613.24952,12613.24952,10643.36124
RPS6,1813.842097,1799.618817,1826.038548,1455.366147,1478.223387,1668.284946,1348.082527,1778.13871,1303.976882,2254.085054,1484.949462,1701.261559,1732.378226,1399.459677,1998.581183,1355.174032,2602.587366,2768.745,1455.366147,2128.220609,1246.940806,1890.805645,1267.192204,2178.986021,1642.999731,1987.337473
RPS7,56.74236559,58.55510753,100.7973118,37.26774194,69.81752688,62.82954301,66.33548387,102.1864247,129.7742204,188.7892473,51.9244086,59.29771505,119.2525806,118.2288172,498.2989247,117.8018817,795.6997312,875.6083333,202.0397849,684.3357527,158.4145161,545.2771505,131.9951613,399.1803763,352.1798387,402.9459677
USP22,142.2359677,132.6182796,144.2299731,96.38521505,120.15,118.0434036,128.4400538,153.7462366,130.297957,119.9814516,175.925,134.5330645,173.8139785,169.1682796,113.4427419,135.4981452,116.4061828,91.5238172,93.37026882,89.7577957,137.1932796,124.2482719,102.8263979,146.6802419,117.2860753,90.86897849
C11orf58,73.90612903,242.6161828,131.6296319,32.05403226,127.5766129,146.6802419,158.1403226,124.7965054,126.5462097,99.72432796,103.6751075,97.58387097,142.3962366,111.6327688,306.934086,171.904262,337.2665899,314.3658602,225.6447312,309.1114516,193.9981183,235.396371,208.4739247,251.9282258,189.8655914,279.9483871
TCEB2,202.7927419,423.7215054,335.5438172,119.3607527,221.9763441,130.5562366,97.52806452,163.776828,201.1322581,261.2243035,266.5948925,297.0080645,373.4716667,269.0169355,204.6787634,125.6644624,272.9860215,225.9056452,312.0209677,361.6887952,128.8081183,205.6760753,136.6546083,248.5002151,167.5186828,325.9569893
COX4I1,585.0967742,654.4884409,621.1758065,527.152957,453.5026882,488.3774194,521.5545699,486.9064516,543.283871,902.1034946,470.9604839,471.51,544.0845622,489.3370968,499.7943164,461.7263441,553.7090937,623.727957,442.4989247,500.9481183,456.0483871,514.2413978,405.0876344,531.8736559,426.658871,538.5908602
TMED2,80.1155914,66.65732542,148.562043,50.66491935,148.1651882,171.2284946,109.0233871,175.2747312,98.69489247,122.0344086,99.60077957,165.9688172,121.3134409,82.11442721,320.7655914,195.6919355,263.2870968,254.2077957,237.3306452,249.4821237,209.3083871,238.1569892,218.2271505,239.7780645,205.3155108,285.1069892
NBEAL1,2869.534409,3155.520108,4632.882527,2467.717204,3327.34586,4060.787339,3088.824059,2965.187903,3088.824059,4273.739247,3155.520108,3587.299194,4217.853763,3437.134409,3437.134409,3694.114516,3694.114516,4463.47836,4123.074731,4165.494409,2799.883172,4541.789785,3327.34586,4060.787339,3906.926075,5084.443414
SNORD18C,1592.250269,1469.672688,1513.801882,1381.238441,1455.366147,1478.223387,1755.533333,1668.284946,1323.902957,1890.805645,1257.116129,1521.39457,1374.944892,1463.304677,2446.897491,1611.212903,2294.200538,2115.534946,1463.304677,1713.086022,1557.718495,1853.855556,1252.284176,1642.999731,1592.250269,1906.526344
FNTA,136.2564516,136.3194624,214.8112903,104.3760753,147.5953763,272.6311828,229.9841398,291.9927908,135.3174731,238.7715054,187.0516129,204.4897022,252.7959677,236.6499462,427.4360215,289.305,408.0216764,490.0048387,280.0295699,348.9962366,307.7204301,406.7018817,356.3803226,268.8362903,252.6747312,385.7616667
RPS25,1173.104731,1125.151344,2210.450627,641.7521505,1261.638226,883.9921147,1064.057097,1273.29,1221.458871,2035.546559,558.2163978,872.9389785,648.9067204,559.4811828,1557.718495,1163.267742,1621.482527,2014.037007,833.2028674,1151.106989,828.7087366,1257.116129,970.8695699,2014.037007,1284.235484,1463.304677
RPL37,2833.821505,2361.294247,3155.520108,2425.340699,2361.294247,3327.34586,3437.134409,3486.307473,2899.891559,3748.690323,2734.002151,2899.891559,2142.210968,2142.210968,2707.841828,2563.216237,3125.538925,3437.134409,2563.216237,2493.756093,1959.659677,2656.927957,2425.340699,1945.624731,2232.690645,2869.534409
HINT1,64.89956989,63.95430108,106.4473688,40.11562724,102.7636828,64.3630914,47.08427419,65.07,126.6889516,93.34408602,95.03333333,47.8430722,36.05188172,89.88124424,235.3422043,110.1838979,317.0965054,301.244086,113.6883333,310.8827957,93.47043011,181.6682796,92.84193548,259.9462366,152.6686021,139.1084946
EEF2,3545.746774,3851.500618,3799.622984,4722.75457,2446.897491,3906.926075,3906.926075,3587.299194,2602.587366,3545.746774,4165.494409,3640.312796,4541.789785,3906.926075,2193.854301,3277.808817,2582.3819,2541.103118,2582.3819,1600.922043,2869.534409,3042.498602,2406.904659,2541.103118,2193.854301,2563.216237
RPS10,636.7494624,1289.575806,1374.944892,498.2989247,823.1545315,495.0252688,469.2966129,672.4650538,1159.341129,1959.659677,744.7311828,1060.197312,1261.638226,1056.000699,1348.082527,791.5863978,2270.678387,2161.805806,1024.282312,1513.801882,542.2361828,1787.911774,564.2943548,1621.482527,1051.649928,1330.861559
ATP6V0E1,599.8827957,677.5610215,783.1133871,470.4577957,571.4221505,625.1424731,589.1540323,733.6054839,846.4483871,778.5854839,420.2,607.853871,612.5223118,618.9188172,919.8265591,578.0473118,693.6021505,629.7397849,705.6519355,731.756828,709.4211828,733.6054839,852.558172,781.4443548,803.7850538,644.7198925
HNRNPK,300.5664516,361.8722141,702.6757527,368.7978495,316.6039247,704.1551075,511.8400922,664.5084555,492.0112903,366.3708333,502.2596774,537.8064516,621.1758065,629.7397849,670.7333333,705.6519355,690.1633333,560.3865591,684.3357527,623.727957,667.3404301,612.5223118,610.7905914,600.7858679,596.1864516,502.9641984
ANAPC5,225.7419355,253.5129032,328.997043,212.9766129,232.7518817,266.0469086,279.6294086,272.9860215,290.0163979,337.1493088,389.9733871,398.9403226,319.1781183,308.1610215,262.5650538,263.0408602,212.3830645,297.7583468,257.4946237,213.413318,234.1674731,229.067043,270.100672,217.6958065,218.5314516,251.5588172
SNORD73A,593.4424731,1205.542312,480.780914,393.7,1159.341129,467.0497312,605.0040323,744.7311828,646.1092473,1142.77328,222.8137097,456.5825269,558.2163978,688.91,2799.883172,774.241129,3587.299194,3999.664785,1722.408781,3799.622984,916.8748387,3007.339516,664.5084555,2142.210968,2210.450627,2493.756093
HNRNPU,276.5600614,293.7763441,387.2188172,316.1569892,285.5016129,492.7986559,418.3591398,376.1244086,427.4360215,361.5053763,454.1080645,500.4123656,443.561828,385.0173118,422.8236559,394.4395161,346.8208333,490.7854839,353.1425806,318.4274194,350.2099462,356.2230108,385.7616667,482.208871,359.2158602,415.3854839
EIF3A,71.47354839,109.38,181.2634946,95.38354839,73.67344086,104.55681,98.67258064,131.1390323,69.72946237,83.55819892,113.4427419,129.7189247,162.3225806,103.4241935,171.6784946,151.0730376,188.8435484,165.402957,165.9688172,125.0494624,147.7166129,198.2134409,139.8206989,153.5626344,112.822043,106.9728495
MIR3652,147.118172,145.8490591,206.661828,154.8502688,113.3784946,280.1107527,275.319086,263.525914,143.1198925,164.7266129,256.6849462,254.2077957,156.3340591,194.2160679,379.7534946,338.7327957,320.7655914,418.3591398,303.1177419,292.0860215,379.3379032,354.5048387,216.8623656,217.848629,292.4927035,209.1389785
MSN,2294.200538,1399.459677,2686.243118,2446.897491,1323.902957,2563.216237,2869.534409,1970.038781,2294.200538,1632.466667,2493.756093,2069.408781,2602.587366,2467.717204,1216.426792,1837.401613,1463.304677,1323.902957,1557.718495,921.8116129,2313.166022,1611.212903,1421.218011,1439.27957,1421.218011,1133.317473
ACTN4,277.0317204,213.1938172,194.0639785,299.3478495,262.0336022,278.5634409,341.9532258,263.2870968,313.4047849,223.5661461,279.7026075,235.0486559,261.5962366,269.1893548,109.0107527,146.0418011,118.4596774,114.8682796,173.616129,82.94462366,175.5030914,147.7608871,154.1123656,77.67150538,113.0567204,202.4606452
APP,208.0616936,142.7070968,180.4056989,140.6513441,329.430914,134.9682796,142.4591398,159.116129,104.0498387,95.42903226,127.9064516,111.6187634,104.1401767,113.9479032,115.7117972,173.5841398,99.35618279,113.2978495,119.2525806,102.2596774,92.45954301,123.9897849,105.4010753,126.5626344,128.2389785,142.3487903
PRKAR1A,153.8365591,397.0564394,458.6534946,208.8422581,322.6709677,450.4760753,445.5532258,504.2938172,397.2248534,217.748172,196.5865591,279.4708602,311.3102639,436.183871,970.8695699,836.8543011,1038.91,811.3149642,976.3610215,995.5486021,951.4267025,902.1034946,1073.591075,1099.599695,904.6244624,729.5946237
DSP,22.07432796,34.13602151,82.05983871,82.75994624,59.28951613,42.03670251,52.12467742,49.26102151,66.90387097,44.61935484,71.85376344,55.61774194,82.15209677,70.71182796,40.20682796,71.82946237,54.96370968,71.15731183,78.43543395,39.05754992,36.51814516,34.19274194,55.85784946,63.70188172,47.65806452,45.31032258
RAD21,72.56989247,108.8603495,117.9596774,153.8172043,86.7811828,168.2569893,110.4596774,167.5456989,109.7056452,77.0688172,130.2770968,143.0892473,111.5884409,187.8447849,278.1083333,201.6049194,232.6274194,223.5207331,195.6505376,224.5739247,203.5069892,208.5327957,208.2103495,235.5615385,227.5997043,194.1336022
WDR1,304.697043,223.3334677,382.8682796,294.6048387,236.7607527,352.9134409,397.6263441,382.1586022,378.0768817,347.956586,536.0591398,407.0502688,499.7943164,401.4649194,360.9862903,360.2752688,306.0487634,303.3919355,401.4649194,239.0185484,389.9733871,349.5282258,274.9395161,284.9348387,288.7729032,301.9096774
NCL,537.8064516,320.7655914,253.6619432,406.2653226,305.0835484,705.6519355,523.1040323,506.2204301,340.8489247,416.5169355,505.1976575,378.0768817,417.077957,391.6201613,435.5198925,371.7087097,378.2144355,549.413172,517.2037634,368.441129,286.1852151,420.2,336.9025806,672.4650538,313.5278495,456.0483871
AP2B1,307.0956989,173.1921774,120.9758168,132.8080645,167.5898387,196.7419355,168.4780645,213.5008065,191.0846237,195.1959677,170.4866129,190.6746237,225.1595308,198.463172,120.5762903,190.1263441,149.4379032,158.0361559,148.4586021,127.9205645,185.6478495,138.3163978,146.7251344,159.394086,126.7389785,127.4521505
AP2M1,288.7729032,376.7637097,97.82150538,221.7376588,373.086828,250.4833333,249.4244624,328.7044477,262.5650538,267.0989247,340.8489247,347.7672043,329.3263441,323.6888172,156.5900538,160.4770968,135.468172,146.9720968,169.4269624,192.5827957,204.4550662,254.0602151,129.5563978,181.4751613,138.834543,202.1263441
CLTC,169.8021505,236.6072312,269.1031452,183.9003226,175.0094086,237.8405914,288.203871,269.4935484,303.5983871,267.2755376,311.5752688,307.9231183,339.0419355,276.1587097,324.3021505,414.4344086,268.8362903,322.1080401,346.2396371,322.3508065,355.2138441,332.9945161,276.5600614,327.472043,364.0994086,342.5521505
MLEC,168.4472312,192.6505376,142.6043011,175.6231183,90.25329818,99.37736559,156.2140553,92.45403226,166.1526882,162.1908602,209.047957,151.2436022,117.6791513,128.3028226,112.008871,119.7312903,100.4698387,110.2255376,117.6241935,113.6312366,115.4887097,124.3050538,124.4534409,101.6979301,108.9676075,127.1151306
LASP1,887.1709677,870.2624194,2582.3819,1090.337097,646.1092473,1399.459677,1230.794301,1446.981183,1557.718495,1047.061774,1469.672688,1267.192204,1104.741935,1503.672043,1064.057097,1455.366147,1267.192204,967.0149642,889.9099462,733.6054839,1351.62828,983.8228495,1455.366147,1125.151344,951.4267025,801.836828
SF3B2,56.97956989,30.84957641,286.5776882,121.1317972,45.82497312,159.1002688,129.8486559,93.25883257,175.6489247,192.850579,288.7729032,238.9549731,324.3021505,211.6376344,40.73392473,127.8619086,138.6740054,45.48900538,129.3524194,67.10698925,132.3522581,105.3435484,128.2389785,65.01139785,61.49462366,92.85526468
TMEM59,429.5854839,448.4964809,507.0145161,295.2534311,338.7327957,520.508871,606.1298925,696.7228495,561.2604839,545.2771505,480.3630108,502.2596774,491.7354839,531.8736559,1060.197312,599.8827957,960.9422504,718.441828,887.1709677,904.6244624,825.3217742,880.9739247,1109.827419,721.6883333,836.8543011,793.8989247
CSRP1,436.183871,403.2873656,278.1083333,466.3284946,343.0117204,326.2903226,337.383871,318.9586021,331.4895161,390.991586,247.9344086,186.0919355,269.4935484,323.9591398,232.6274194,297.6764785,211.6376344,282.3236559,287.2268817,220.8432796,289.4484946,242.8561828,259.2860215,282.7166667,286.1026882,318.8561828
CALM3,947.1943548,883.9921147,1029.060663,811.3149642,1051.649928,1421.218011,1317.794713,1147.289194,934.5456989,1064.057097,1094.863226,1137.246237,1147.289194,1008.930824,1230.794301,1252.284176,951.4267025,1311.708674,1521.39457,1189.482437,1278.529964,1230.794301,1340.012688,991.0487097,1120.72724,1151.106989
SNHG4,64.89956989,149.843871,120.9250538,40.79913978,87.47880184,197.944086,186.6951613,204.8138441,104.0498387,77.35693548,68.16344086,116.283871,91.96150538,114.6217742,448.4964809,201.7244624,589.1540323,564.2943548,339.5903226,394.7594086,269.6981183,459.0862903,320.9753763,354.1587097,290.086828,344.0994624
CAP1,1455.366147,1240.902688,1799.618817,1853.855556,1548.119892,1701.261559,2467.717204,2115.534946,1959.659677,1568.177419,2128.220609,2294.200538,2035.546559,2563.216237,1826.038548,1919.696882,1878.595538,1548.119892,1970.038781,1577.335394,2069.408781,1933.640968,1611.212903,1374.944892,1701.261559,1683.267204
PTGES3,331.7948925,458.8698925,481.8341398,276.8688172,538.5908602,763.8938172,670.7333333,720.0008065,319.3967742,594.8741935,467.0497312,442.0327957,472.6284946,461.7263441,986.2165591,931.4095699,937.9301075,921.8116129,927.5472581,1090.337097,728.0233871,1090.337097,720.0008065,806.5225806,772.2032258,1246.940806
